Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
4,39,1,1,143.0,37,140.0,0,1,0,0,0,31,7,8,6,12.666666666666666,0,7,9,5,12.6,0,0
1,17,1,1,149.0,19,134.3,0,0,1,0,0,20,6,7,6,12.666666666666666,0,6,9,6,13.77777777777778,0,1
1,17,1,1,133.0,38,125.3,1,0,1,0,0,21,18,22,18,11.88888888888889,1,13,13,13,11.461538461538462,0,1
1,7,1,1,140.0,19,140.0,1,0,1,0,0,23,6,0,0,0.0,0,6,0,0,0.0,0,0
1,17,5,1,122.0,19,119.6,0,1,0,0,0,21,6,6,4,13.0,0,6,8,4,11.6,0,0
1,7,1,1,170.0,1,170.0,0,0,1,0,0,24,7,7,7,16.885714285714283,0,8,9,8,15.744444444444444,0,1
1,39,1,0,120.0,1,150.5,0,0,1,0,0,27,6,6,6,12.5,0,6,6,6,12.333333333333334,0,1
1,1,1,1,143.0,1,128.0,0,0,1,0,1,18,7,9,7,13.055555555555555,0,8,8,8,15.8125,0,1
1,1,3,1,115.0,9,108.7,1,0,0,0,0,21,0,0,0,0.0,0,0,0,0,0.0,0,0
1,17,1,1,123.0,19,121.6,1,1,1,0,1,19,5,7,0,0.0,0,5,5,0,0.0,0,0
1,1,6,1,131.0,38,125.3,1,0,1,0,1,19,8,8,7,12.355714285714283,0,8,8,7,12.355714285714283,0,1
1,17,1,1,127.0,19,117.6,0,0,1,0,0,18,6,0,0,0.0,0,6,0,0,0.0,0,0
1,43,3,1,126.0,38,124.3,1,0,1,0,1,18,7,8,5,11.98,0,7,8,5,11.98,0,1
1,1,2,1,112.0,37,106.1,1,1,1,0,1,20,7,7,7,13.857142857142858,0,7,8,7,12.571428571428571,0,1
2,1,1,0,150.0,1,139.9,1,0,1,0,0,24,6,9,5,13.0,0,6,6,6,14.166666666666666,0,1
1,1,1,1,116.0,1,110.8,1,0,1,0,0,20,6,6,6,12.833333333333334,0,6,10,6,11.166666666666666,0,1
1,17,3,1,118.0,1,118.0,0,0,1,0,0,20,5,11,4,11.0,0,5,7,5,13.2,0,1
1,1,1,1,130.0,19,117.8,1,0,1,0,1,19,8,8,7,12.357142857142858,0,8,8,7,12.357142857142858,0,1
1,1,6,1,144.0,1,127.5,1,0,1,0,1,18,8,8,7,13.857142857142858,0,8,8,7,13.857142857142858,0,1
1,17,2,1,105.0,37,129.7,1,0,1,0,1,20,6,6,6,12.333333333333334,0,6,6,6,10.666666666666666,0,1
1,17,1,1,143.0,37,130.6,1,0,1,0,0,20,7,8,7,12.847142857142858,0,8,10,8,13.788888888888888,0,1
1,17,2,1,137.0,19,126.3,1,0,1,0,1,19,7,9,6,12.339999999999998,0,8,9,8,13.01875,0,1
1,44,1,1,140.0,3,140.0,1,0,1,0,0,19,6,10,5,12.666666666666666,0,6,19,4,11.75,0,1
1,1,1,1,133.1,3,105.0,1,0,1,0,0,20,6,6,6,13.833333333333334,0,6,6,6,12.5,0,1
1,17,2,1,116.0,1,114.6,1,0,1,0,0,19,5,15,2,10.75,0,5,11,2,10.0,0,0
1,17,5,1,117.0,38,114.6,1,0,1,0,0,19,6,11,4,13.25,0,6,10,4,10.25,0,0
1,17,1,1,137.0,38,131.0,1,0,1,0,1,18,8,8,8,13.73125,0,8,8,8,13.73125,0,1
1,17,4,1,116.0,38,109.0,0,0,1,0,1,23,6,6,6,13.333333333333334,0,6,8,3,12.666666666666666,0,0
1,1,1,1,133.1,19,132.0,1,0,1,0,0,21,6,8,5,12.0,0,6,9,5,10.8,0,0
1,44,1,0,130.0,37,130.0,1,0,1,0,0,23,9,10,9,10.88888888888889,0,8,10,6,11.333333333333334,0,1
1,1,3,1,106.0,19,109.5,1,0,1,0,0,19,7,8,7,13.025,0,8,9,8,13.811111111111112,0,1
1,17,2,1,125.0,1,115.9,1,0,1,0,0,18,6,6,6,13.0,0,6,6,6,14.166666666666666,0,1
1,1,1,1,134.0,19,131.6,1,0,1,0,0,19,6,10,5,11.8,0,6,10,5,12.0,0,1
1,39,1,1,133.1,19,120.0,0,0,1,0,1,25,8,8,7,12.042857142857144,0,8,8,7,12.042857142857144,0,1
1,1,2,1,117.0,1,109.7,1,0,1,0,0,19,6,9,5,12.2,0,6,10,4,13.0,0,1
1,1,1,1,136.0,1,136.4,0,0,1,0,1,19,7,8,7,12.8375,0,8,8,8,15.5,0,1
1,39,1,1,120.0,38,120.0,0,1,1,0,1,24,7,13,7,11.0,0,8,13,7,11.7,0,1
1,1,1,1,135.0,37,132.6,1,0,1,0,1,18,6,7,6,13.5,0,6,9,5,14.0,0,1
1,17,5,1,122.0,37,112.9,1,0,1,0,1,19,6,8,6,12.125,0,6,7,6,12.714285714285714,0,1
1,1,5,1,147.0,37,134.3,0,0,1,0,1,18,8,12,7,12.62857142857143,0,8,12,7,12.62857142857143,0,1
1,39,1,0,120.0,38,123.2,0,0,1,0,0,27,5,9,3,10.666666666666666,0,5,7,4,11.4,0,1
1,17,3,1,121.0,1,117.2,0,0,1,0,0,19,6,11,5,11.2,0,6,13,5,11.6,0,1
1,18,1,1,135.0,1,129.8,0,0,1,0,1,18,6,6,6,12.666666666666666,0,6,6,6,11.833333333333334,0,0
2,39,1,1,130.0,37,158.0,0,1,0,0,0,34,6,7,4,13.5,0,6,6,0,0.0,6,0
1,1,6,1,128.0,37,116.5,0,0,1,0,0,18,5,9,3,11.666666666666666,0,5,15,2,11.0,0,1
1,1,1,1,129.0,37,121.0,1,0,1,0,0,18,5,8,2,10.5,0,5,7,3,12.333333333333334,0,1
1,1,3,1,143.0,37,133.8,1,0,1,0,0,18,8,8,8,14.26875,0,8,8,8,14.26875,0,1
1,1,2,1,108.0,38,115.0,1,1,0,0,0,20,6,0,0,0.0,0,6,0,0,0.0,0,0
1,1,1,1,130.0,19,131.8,1,0,1,0,1,19,5,8,2,10.5,0,5,11,3,13.333333333333334,0,1
1,1,1,1,135.0,37,121.0,0,0,1,0,0,21,6,11,5,11.2,0,6,15,1,10.0,0,1
2,39,1,0,140.0,19,152.4,0,0,1,0,0,26,5,5,5,12.0,0,5,6,5,14.833333333333334,0,1
1,43,2,1,120.0,1,110.2,0,0,1,0,0,27,7,9,7,12.228571428571428,0,8,10,8,13.2125,0,1
1,1,1,1,117.0,1,113.5,1,0,1,0,0,20,5,6,4,11.5,0,5,5,4,10.75,0,1
1,17,1,1,151.0,19,144.4,1,0,1,0,0,18,6,8,6,15.375,0,6,7,6,16.428571428571427,0,1
1,53,1,1,140.0,1,143.3,1,0,0,0,0,23,12,19,9,13.666666666666666,0,9,15,6,13.5,0,1
1,39,1,1,133.1,1,100.0,0,0,1,0,0,24,8,11,7,12.614285714285714,0,8,11,7,12.614285714285714,0,1
1,44,1,1,130.0,38,126.3,1,0,1,0,1,19,6,7,5,12.2,0,6,6,6,11.5,0,1
1,1,1,1,125.0,19,115.9,0,0,1,0,0,19,6,13,4,11.75,0,6,10,4,11.0,0,1
1,1,4,1,125.0,19,114.9,1,1,1,0,1,19,6,9,5,11.4,0,6,9,3,10.0,0,1
1,1,1,1,135.0,37,121.0,0,1,1,0,0,18,6,10,5,10.6,0,6,14,2,10.0,0,1
1,51,1,0,121.0,1,112.3,0,0,1,0,0,22,16,16,13,10.923076923076923,0,13,13,11,11.454545454545457,0,1
1,43,1,1,141.0,1,127.0,0,0,1,0,0,20,6,6,5,12.4,0,6,9,5,12.4,0,1
1,39,1,1,130.0,19,120.0,0,0,1,0,0,25,6,6,0,0.0,0,6,6,0,0.0,0,0
1,44,1,1,180.0,1,180.0,0,0,1,0,0,21,6,6,6,15.833333333333334,0,6,8,6,15.5,0,1
1,1,1,1,117.0,19,117.4,1,0,1,0,0,19,7,12,5,11.8,0,7,9,6,11.708333333333334,0,1
1,17,4,1,127.0,1,115.8,1,0,1,0,0,18,6,7,6,12.571428571428571,0,6,6,6,13.666666666666666,0,1
1,1,3,1,126.0,37,136.5,1,0,1,0,0,18,5,7,3,12.0,0,5,7,4,13.25,1,1
1,17,3,1,143.0,3,129.0,1,0,1,1,0,19,7,8,7,13.3625,0,8,9,8,14.444444444444445,0,1
1,1,1,1,144.0,3,137.6,1,0,1,0,1,19,5,6,5,15.4,0,5,5,5,16.0,0,1
1,17,2,1,126.0,37,129.5,1,1,0,0,0,18,6,9,5,12.2,0,6,9,4,11.75,0,0
1,51,1,1,140.0,38,129.1,1,0,1,0,1,20,11,11,11,12.818181818181818,0,11,11,11,13.545454545454543,0,1
1,17,5,1,148.0,1,130.2,1,0,1,0,0,19,7,0,0,0.0,0,8,0,0,0.0,0,0
1,42,1,1,100.0,19,134.3,1,0,1,0,0,28,17,21,17,13.394736842105264,0,17,19,17,13.554736842105264,0,1
1,1,1,1,151.0,37,138.4,1,0,1,0,1,20,6,8,6,14.25,0,6,8,6,11.0,0,1
1,42,1,0,120.0,37,120.0,1,0,1,0,0,30,11,19,9,13.444444444444445,1,7,7,7,14.714285714285714,0,0
1,1,4,1,135.0,1,123.5,1,0,1,0,1,19,7,8,7,12.285714285714286,0,8,10,8,11.7375,0,1
1,1,2,1,121.0,19,116.1,1,0,1,0,0,22,6,7,6,11.666666666666666,0,6,7,5,13.2,0,1
1,1,1,1,116.0,38,110.8,1,0,1,0,0,18,6,8,6,12.166666666666666,0,6,6,6,13.5,0,1
1,17,1,1,147.0,37,142.8,1,0,1,0,0,23,6,11,2,10.0,0,6,15,2,11.0,0,0
1,17,4,1,160.0,1,155.5,1,0,1,0,0,18,6,6,6,14.0,0,6,6,6,15.0,0,1
1,1,1,1,133.0,37,126.7,1,0,1,0,0,18,6,9,5,11.833333333333334,0,6,6,4,12.0,0,1
2,39,1,1,100.0,37,163.5,0,1,0,1,0,50,6,7,1,15.0,0,5,12,0,0.0,0,0
1,1,1,1,151.0,3,161.9,1,0,1,0,1,19,0,0,0,0.0,0,0,0,0,0.0,0,1
1,17,2,1,124.0,19,123.3,1,0,1,0,0,22,6,7,6,10.833333333333334,0,6,6,6,10.666666666666666,0,1
1,44,1,1,140.0,1,137.5,0,1,1,0,1,23,6,7,6,13.142857142857142,0,6,6,6,14.0,0,1
1,18,4,1,170.0,1,166.6,0,1,0,0,1,20,5,8,5,14.4,1,5,6,5,14.0,0,0
4,39,1,1,133.1,37,103.5,0,0,0,0,0,44,6,0,0,0.0,0,6,0,0,0.0,0,0
4,39,1,1,133.1,37,110.0,0,0,1,1,0,49,12,17,7,12.0,0,12,19,9,11.22222222222222,0,1
2,43,1,0,100.0,37,128.2,0,0,1,1,0,46,10,13,9,12.2,0,10,12,10,12.8,0,1
1,39,1,1,120.0,37,137.7,1,0,0,1,0,41,3,3,3,12.333333333333334,0,2,2,2,11.0,0,0
1,17,3,1,133.0,38,128.8,1,0,1,1,0,18,7,8,7,11.8375,0,8,9,8,12.48125,0,1
3,39,1,0,120.0,37,170.0,0,0,1,1,0,43,5,5,5,11.8,0,5,6,5,14.0,0,1
4,39,2,1,133.1,37,116.4,0,1,0,1,0,70,5,5,0,0.0,0,5,9,0,0.0,0,0
4,39,1,1,133.1,37,100.9,0,0,1,1,0,48,6,0,0,0.0,0,6,0,0,0.0,0,0
2,43,1,1,133.1,37,136.0,0,0,1,1,0,41,19,19,19,12.68421052631579,0,13,13,13,12.384615384615383,0,1
1,1,1,1,140.0,19,130.0,0,0,1,1,0,21,6,8,6,12.571428571428571,0,6,10,4,13.0,0,1
1,39,1,1,100.0,38,100.0,0,1,0,1,0,35,7,18,3,11.25,0,7,7,0,0.0,0,0
2,39,1,1,133.1,2,157.0,1,0,1,1,0,44,5,13,4,14.0,3,5,9,4,15.5,2,1
1,1,1,1,143.0,3,152.1,1,1,1,1,0,18,5,15,4,13.333333333333334,0,5,6,2,13.5,0,0
2,1,1,0,165.0,37,162.9,1,0,1,1,0,45,6,7,6,13.666666666666666,0,6,6,6,13.666666666666666,0,1
1,1,1,1,154.0,3,137.2,0,0,1,1,0,20,6,12,3,10.0,0,6,9,5,10.8,0,1
1,44,1,1,140.0,1,140.0,1,0,1,1,0,22,6,12,5,12.6,0,6,11,6,11.714285714285714,0,1
1,43,1,1,140.0,37,146.5,0,0,1,1,0,39,5,10,3,17.333333333333332,0,5,11,1,17.0,0,0
1,44,1,1,130.0,2,130.0,0,0,0,1,0,20,6,10,5,13.2,0,6,21,3,12.0,0,1
2,39,1,1,133.1,37,128.0,0,0,1,1,0,49,5,9,3,14.0,0,5,8,3,13.666666666666666,0,0
1,7,1,1,190.0,5,190.0,1,0,1,1,0,43,4,4,4,13.875,0,1,1,1,12.5,0,0
2,39,1,0,120.0,37,133.2,1,0,1,1,0,32,5,5,0,0.0,0,5,5,0,0.0,0,0
1,39,1,1,100.0,37,124.3,0,0,1,1,0,47,9,9,9,13.11111111111111,0,7,7,7,14.857142857142858,0,1
5,39,1,0,120.0,37,138.1,0,0,1,1,1,37,5,8,5,13.0,0,5,11,4,13.333333333333334,2,0
2,39,1,0,133.1,19,144.3,0,0,1,1,0,41,10,10,10,12.5,0,7,7,7,12.142857142857142,0,1
2,39,1,1,150.0,37,140.0,0,0,1,1,0,60,18,18,18,14.11111111111111,0,13,13,13,14.23076923076923,0,1
2,39,1,1,120.0,1,148.3,0,0,1,1,0,47,11,11,11,14.727272727272728,0,9,9,9,15.77777777777778,0,1
1,39,1,0,133.1,37,96.0,0,1,0,1,0,50,6,6,0,0.0,0,5,6,0,0.0,0,0
2,39,1,0,133.1,38,121.7,1,0,1,1,0,45,5,5,0,0.0,0,5,5,0,0.0,0,0
1,39,1,1,100.0,37,160.0,0,1,0,1,0,45,5,5,0,0.0,0,5,5,0,0.0,0,0
2,39,1,1,133.1,37,110.3,0,0,1,1,0,33,5,7,4,13.5,0,5,6,5,11.6,0,1
1,1,1,1,143.0,3,129.0,0,0,1,1,0,18,8,8,7,13.105714285714283,0,8,8,7,13.105714285714283,0,1
2,39,1,1,120.0,37,150.0,0,0,1,1,0,43,5,8,5,13.5,2,5,5,5,14.4,0,1
1,43,1,0,161.0,19,100.0,0,0,1,1,0,44,13,18,13,11.846153846153848,0,11,11,11,12.0,0,1
1,39,1,1,133.1,34,107.5,0,0,1,1,0,29,5,5,0,0.0,0,5,5,0,0.0,0,0
4,39,1,1,140.0,2,170.0,0,1,0,1,0,53,6,11,3,14.333333333333334,0,6,6,0,0.0,0,0
2,42,1,0,123.0,37,123.0,0,0,1,1,0,37,5,10,5,15.8,0,5,5,5,17.6,0,1
1,43,1,1,142.0,38,138.5,1,0,1,1,0,18,6,16,5,13.8,0,6,7,5,12.4,0,1
1,43,1,1,133.1,38,140.0,0,1,1,1,0,35,10,18,6,12.666666666666666,0,9,11,3,12.0,2,0
1,1,1,1,115.0,19,113.6,0,0,1,1,0,23,6,10,6,13.0,0,6,9,6,12.0,0,1
1,1,1,1,156.0,19,170.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0,0.0,0,1
1,39,1,0,140.0,37,115.5,0,0,0,1,0,33,6,6,1,11.0,0,6,0,0,0.0,0,0
1,7,3,1,130.0,37,130.0,0,0,0,1,0,41,5,9,0,0.0,4,5,9,0,0.0,3,0
4,7,1,1,140.0,37,140.0,0,0,1,1,0,51,7,7,7,15.2,0,8,8,8,16.575,0,1
1,51,1,1,140.0,12,126.6,0,0,1,1,0,19,6,7,6,14.428571428571429,0,7,8,7,14.375,0,1
1,39,1,0,133.1,37,143.2,0,0,1,1,0,35,5,5,0,0.0,0,5,5,0,0.0,0,0
1,1,2,1,131.0,19,131.4,1,0,1,1,0,20,0,0,0,0.0,0,0,0,0,0.0,0,1
1,43,1,1,141.0,3,133.3,1,0,1,1,0,18,6,13,4,13.75,0,6,8,5,11.2,0,1
1,1,1,1,120.0,19,118.3,0,1,0,1,1,18,6,11,5,12.166666666666666,0,6,15,3,12.0,0,0
1,44,1,1,140.0,2,140.0,0,0,1,1,0,21,6,12,5,12.142857142857142,0,6,11,5,11.666666666666666,0,1
1,1,1,1,132.0,1,124.7,1,0,1,1,0,21,6,9,6,12.0,0,6,8,5,11.6,0,1
2,39,2,1,130.0,19,140.0,0,0,1,1,0,34,5,10,3,11.666666666666666,1,5,7,4,12.75,0,1
4,39,1,1,140.0,37,150.0,1,0,1,1,0,34,6,9,0,0.0,0,6,6,0,0.0,0,0
1,17,2,1,110.0,3,115.6,1,0,1,1,0,21,6,10,6,11.875,0,6,8,5,12.0,0,1
1,43,1,1,140.0,3,116.9,0,0,1,1,0,32,11,15,7,11.285714285714286,0,7,10,6,12.333333333333334,0,1
1,17,2,1,130.0,37,123.4,1,0,1,1,0,30,6,17,2,10.0,0,6,15,3,11.333333333333334,0,0
1,1,1,1,137.0,1,146.5,1,1,1,1,0,19,12,13,11,12.0,0,11,15,10,11.181818181818182,0,1
1,51,1,1,158.0,1,117.1,1,0,1,1,0,20,7,7,6,13.833333333333334,0,6,7,5,13.0,0,0
1,1,1,1,124.0,19,113.9,1,0,1,1,0,18,6,0,0,0.0,0,6,0,0,0.0,0,0
1,1,1,1,136.0,3,128.7,0,0,1,1,0,19,6,7,6,14.428571428571429,0,6,6,6,12.5,0,1
1,17,3,1,142.0,3,132.9,1,0,1,1,0,18,7,8,5,14.2,0,7,9,6,12.4,0,0
1,39,1,0,150.0,1,123.0,0,0,1,1,0,27,5,8,4,11.5,0,5,9,3,10.333333333333334,0,0
1,39,1,1,120.0,1,129.8,1,0,1,1,0,52,6,7,5,13.0,0,6,6,6,15.0,0,1
2,43,1,1,149.0,1,156.1,1,0,0,1,0,29,6,6,0,0.0,0,6,8,0,0.0,0,0
1,51,1,1,130.0,1,120.0,1,1,0,1,0,22,6,12,3,11.333333333333334,0,6,13,2,11.0,0,0
1,43,1,1,110.0,38,117.2,1,0,1,1,0,28,18,45,18,12.5,12,13,26,12,11.428571428571429,6,1
1,39,1,1,133.1,1,107.0,1,0,1,1,0,30,5,5,0,0.0,0,5,5,0,0.0,0,0
1,1,2,1,134.0,1,128.4,1,0,1,0,0,18,7,7,7,13.471428571428572,0,8,9,8,13.944444444444445,0,1
1,1,2,1,130.0,38,123.4,1,0,1,0,0,21,5,5,4,11.75,0,5,5,3,13.333333333333334,0,1
1,1,1,1,141.0,37,126.7,1,1,1,0,1,20,6,9,6,13.333333333333334,0,6,10,6,14.666666666666666,0,1
1,42,1,1,123.0,37,123.0,1,0,1,0,1,21,8,8,8,13.105,0,8,8,8,13.105,0,1
2,39,1,0,133.1,19,137.2,0,1,0,0,0,32,5,5,0,0.0,0,5,6,0,0.0,0,0
1,1,3,1,122.0,37,125.9,1,0,1,1,1,20,6,6,6,15.5,0,6,7,6,12.166666666666666,0,1
1,1,4,1,132.0,1,138.0,1,1,0,1,0,19,0,0,0,0.0,0,0,0,0,0.0,0,0
1,15,1,1,133.1,1,128.2,0,1,0,1,0,18,6,6,4,11.25,0,6,7,3,12.333333333333334,0,0
1,43,1,0,130.0,37,126.5,1,0,0,1,0,23,15,24,12,11.0,0,14,21,11,11.363636363636363,1,0
1,1,1,1,111.0,1,112.4,1,0,1,1,0,20,6,10,6,12.333333333333334,0,6,9,4,13.0,0,1
2,43,2,1,133.1,37,109.0,1,0,1,0,0,46,9,18,8,11.375,2,5,11,5,11.8,0,1
1,17,1,1,125.0,3,100.0,0,0,1,1,0,27,18,19,18,12.22222222222222,0,12,15,12,12.384615384615383,0,1
1,5,1,1,137.0,3,144.7,1,0,1,1,0,20,0,0,0,0.0,0,0,0,0,0.0,0,1
2,43,3,0,100.0,37,120.0,1,0,1,1,0,41,9,11,9,12.0,0,7,8,6,12.0,0,1
1,15,1,1,133.1,1,100.0,0,1,1,1,0,40,5,10,1,11.0,0,5,10,1,10.0,0,1
2,44,1,0,150.0,1,154.0,0,0,1,1,0,37,16,17,16,14.125,0,11,14,10,13.0,0,1
1,1,4,1,120.0,38,111.3,0,0,1,1,0,20,5,8,5,10.2,0,5,7,5,11.2,0,1
1,44,1,1,150.0,1,150.0,1,0,1,0,0,20,5,7,4,12.0,1,5,6,4,12.4,0,1
1,7,1,0,133.1,1,100.0,0,0,1,0,0,26,9,11,9,12.333333333333334,0,7,7,7,12.571428571428571,0,1
2,39,1,0,133.1,37,162.5,0,0,1,1,0,54,9,9,9,14.333333333333334,0,7,7,7,13.857142857142858,0,1
1,17,5,1,132.0,19,134.1,1,0,1,1,0,21,6,6,6,15.166666666666666,0,6,9,6,14.0,0,1
1,1,1,1,134.0,1,133.0,1,0,1,0,1,20,6,8,6,15.142857142857142,0,6,8,6,15.142857142857142,0,1
1,17,6,1,126.0,1,119.0,1,0,1,0,0,18,6,0,0,0.0,0,6,0,0,0.0,0,0
1,1,3,1,136.0,1,131.1,1,0,1,0,0,19,7,9,6,13.411428571428573,0,8,12,7,13.294444444444444,0,1
1,1,2,1,129.0,38,129.4,1,0,1,0,0,18,6,7,6,12.333333333333334,0,6,7,6,12.166666666666666,0,1
1,1,1,1,126.0,3,123.9,1,0,1,0,0,19,6,13,4,11.8,0,6,18,4,12.2,0,1
1,44,1,1,140.0,1,140.0,1,1,1,0,0,22,6,9,6,12.0,0,6,12,3,12.0,0,0
1,43,1,1,162.0,2,162.0,0,0,1,0,0,19,6,7,6,15.0,0,6,8,6,15.625,0,1
1,1,1,1,148.0,3,131.6,1,0,1,0,0,21,12,12,8,13.875,0,11,13,9,12.7,1,0
1,17,1,1,119.0,3,110.6,0,0,1,0,0,20,7,9,6,11.833333333333334,0,7,7,6,14.333333333333334,0,1
1,17,3,1,123.0,1,117.4,1,0,1,0,1,18,6,6,6,12.5,0,6,6,6,13.833333333333334,0,1
1,17,1,1,150.0,38,137.8,1,0,1,0,1,18,6,6,6,15.0,0,6,6,6,15.5,0,1
1,17,1,1,113.0,1,106.7,1,1,1,0,0,20,6,10,2,11.666666666666666,0,6,10,4,10.5,0,0
1,1,1,1,152.0,19,156.9,0,0,1,0,1,18,7,10,7,14.668,0,8,8,8,14.63375,0,1
1,1,3,1,154.0,3,129.0,1,0,1,0,0,18,8,9,6,13.345,2,8,9,6,13.345,2,1
1,1,2,1,130.0,1,124.8,1,0,1,0,1,20,6,7,5,12.8,0,6,6,6,12.333333333333334,0,1
1,1,1,1,121.0,1,115.1,1,0,1,0,0,19,6,10,6,10.833333333333334,0,6,7,6,12.142857142857142,0,1
1,1,1,1,153.0,3,146.7,1,0,1,0,0,18,6,6,6,13.666666666666666,0,6,6,5,14.0,0,1
1,1,1,1,148.0,3,132.8,0,0,1,0,0,18,8,8,7,14.537142857142856,0,8,8,7,14.537142857142856,0,1
1,5,3,1,143.0,37,159.1,0,1,1,0,1,18,5,5,5,14.4,0,5,5,5,14.0,0,0
1,17,3,1,147.0,19,137.6,1,0,1,0,1,20,0,0,0,0.0,0,0,0,0,0.0,0,1
1,17,1,1,138.0,1,124.0,0,0,1,0,1,19,6,6,6,13.166666666666666,0,6,6,6,13.833333333333334,0,1
1,39,1,1,120.0,3,149.0,0,0,0,1,0,36,6,15,2,11.5,0,7,9,0,0.0,0,0
1,17,1,1,145.0,1,129.6,0,0,1,0,1,19,6,7,6,11.333333333333334,0,6,7,6,12.428571428571429,0,1
1,17,3,1,118.0,3,110.0,1,0,1,0,0,18,6,6,6,12.0,0,6,6,5,13.6,0,1
1,1,3,1,121.0,19,116.1,0,0,1,0,1,18,6,6,6,13.166666666666666,0,6,6,6,12.166666666666666,0,1
1,1,3,1,135.0,38,133.3,1,0,1,0,1,18,6,6,6,14.833333333333334,0,6,6,6,14.166666666666666,0,1
1,44,1,1,140.0,1,144.3,1,0,1,0,0,19,7,7,7,13.0,0,9,9,9,13.22222222222222,0,1
1,18,3,1,145.0,1,133.6,1,0,1,0,0,18,7,8,7,13.087142857142856,0,8,8,8,12.95,0,1
1,1,1,1,133.0,1,123.2,1,0,1,0,1,19,6,8,6,13.333333333333334,0,6,7,6,13.666666666666666,0,1
1,1,1,1,127.0,3,137.2,1,0,1,0,0,18,6,7,6,12.166666666666666,0,6,10,4,12.75,0,1
1,53,1,1,130.0,40,130.0,1,0,0,0,1,22,6,8,6,11.0,0,6,10,4,12.0,0,1
1,1,2,1,117.0,19,110.0,1,1,0,0,0,18,6,0,0,0.0,0,6,0,0,0.0,0,0
1,17,4,1,125.0,19,118.0,1,0,1,0,0,19,5,7,5,13.6,0,5,6,5,12.2,0,1
1,1,1,1,141.0,38,128.4,1,0,1,0,0,18,6,6,6,15.5,0,6,6,6,14.0,0,1
1,1,3,1,122.0,1,113.6,0,0,1,0,0,19,7,7,7,13.857142857142858,0,7,7,7,14.285714285714286,0,1
1,17,2,1,118.0,19,113.5,1,1,1,0,0,20,5,10,2,11.5,0,5,8,3,10.0,0,1
1,17,3,1,142.0,1,146.9,1,0,1,0,1,18,6,6,6,13.0,0,6,6,6,12.166666666666666,0,1
1,1,1,1,143.0,3,141.3,0,1,0,0,0,23,6,10,6,14.0,0,6,11,4,13.0,0,1
1,1,4,1,143.0,1,129.7,1,0,1,0,0,20,4,4,0,0.0,0,6,0,0,0.0,0,0
1,1,5,1,123.0,3,121.3,1,0,1,0,0,20,6,6,6,11.166666666666666,0,6,9,6,11.5,0,1
1,1,1,1,115.0,1,109.1,1,1,0,0,1,22,6,0,0,0.0,0,6,0,0,0.0,0,0
1,17,2,1,112.0,19,107.1,1,0,1,0,1,18,7,8,7,12.142857142857142,0,7,9,6,13.666666666666666,0,1
1,17,1,1,135.0,19,129.2,0,0,1,0,1,18,7,7,7,14.145714285714286,0,8,9,8,13.627777777777778,0,1
1,1,1,1,162.0,3,154.1,0,0,1,0,0,18,7,7,7,14.45,0,8,9,8,14.144444444444444,0,1
1,1,1,1,143.0,19,147.2,0,0,1,0,0,18,7,7,7,15.714285714285714,0,7,7,7,15.0,0,1
1,51,1,1,130.0,1,120.0,0,0,1,0,0,21,5,9,5,12.8,0,5,11,3,12.666666666666666,0,1
1,17,1,1,136.0,1,130.8,0,0,1,0,0,20,6,6,6,12.5,0,6,8,6,11.5,0,1
1,16,1,1,125.0,1,120.8,1,0,1,0,0,18,6,6,6,14.5,0,6,6,6,12.833333333333334,0,1
1,17,2,1,132.0,19,125.4,1,0,0,0,1,20,7,7,7,13.462857142857144,0,8,10,7,13.164285714285716,0,1
1,1,1,0,123.0,34,121.3,1,0,1,0,0,25,6,6,6,12.833333333333334,0,6,6,6,12.833333333333334,0,1
1,1,1,1,142.0,19,127.0,1,0,1,0,1,18,5,10,5,12.0,0,5,8,4,11.6,0,1
1,1,3,1,147.0,12,151.6,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0,0.0,0,1
1,1,1,1,140.0,1,131.6,1,0,1,0,0,20,7,9,6,14.714285714285714,0,7,16,6,13.2,0,1
1,1,2,1,133.1,19,106.0,1,0,1,0,1,20,6,7,6,12.571428571428571,0,6,7,6,13.285714285714286,0,1
1,18,4,1,114.0,1,111.6,1,0,1,0,1,21,6,6,6,12.5,0,6,6,6,11.5,0,1
1,17,3,1,125.0,1,117.3,1,0,1,0,0,18,6,8,6,14.0,0,6,9,5,14.0,0,1
1,17,1,1,127.0,1,121.4,1,0,1,0,0,18,7,8,7,11.571428571428571,0,7,9,6,13.166666666666666,0,0
1,1,3,1,132.0,1,126.1,1,0,1,0,1,18,6,6,6,15.833333333333334,0,6,6,6,15.333333333333334,0,1
1,1,4,1,148.0,19,137.0,1,0,1,0,0,18,8,8,8,14.25,0,8,8,8,14.25,0,1
